Kitap Adı,Yazar,Puan,Türler,Çevirmen,Okunma Sayısı,Begeni Sayısı,Bkmkitap,Kitapyurdu,Erkek,Kadın,Tahmini Okuma Süresi,Sayfa Sayısı,Basım Tarihi,İlk Yayın Tarihi,Yayınevi,Editör,Tasarımcı,Derleyen,Çizer
Demiryolu Çocukları,Edith Nesbit,8.5,"['Çocuk', 'Dünya Klasikleri', 'Edebiyat', 'Roman']",Aylin Kayapalı,2115,427,49.0,11.53,28.299999999999997,71.7,381,224,2014,1906,Kırmızı Kedi Yayınları,,,,
Cahil Filozof,Voltaire,8.0,"['Dünya Klasikleri', 'Felsefe-Düşünce']",Berna Günen,2112,404,48.75,53.63,52.4,47.6,150,88,2020,2019,Türkiye İş Bankası Kültür Yayınları,Deniz Resul,,,
Kağıttan Son Turna Kuşu,Kerry Drewery,9.0,"['Edebiyat', 'Hikaye (Öykü)']",Gizem Şakar,2112,588,140.0,127.12,8.0,92.0,490,288,2020,0,Timaş Genç,,,,
Kızılelma,Ziya Gökalp,9.1,"['Edebiyat', 'Efsaneler-Destanlar', 'Şiir']",,2110,508,36.0,9.9,55.7,44.3,313,184,2017,1976,Ötüken Neşriyat,,,,
Yaşama Uğraşı,Cesare Pavese,8.8,"['Anı-Mektup-Günlük', 'Edebiyat']",Cevat Çapan,2110,694,152.75,114.6,45.8,54.2,816,480,2015,0,Can Yayınları,,,,
Benim Zürafam Uçabilir,Mert Arık,9.0,"['Çocuk', 'Edebiyat']",,2109,440,55.25,48.2,19.799999999999997,80.2,109,64,2021,0,Timaş Çocuk Yayınları,,,,Hüseyin Sönmezay
Anlaşma,Elle Kennedy,8.0,"['Aşk', 'Edebiyat', 'Roman']",Hanife Albayrak,2108,414,125.0,157.5,1.4000000000000057,98.6,762,448,2016,2015,Yabancı Yayınevi,,,,
Ustaca Sevmek,Don Miguel Ruiz,8.4,"['İnsan ve Toplum', 'Kişisel Gelişim']",Ayşe Seda Toksoy,2110,488,90.17,90.37,18.200000000000003,81.8,219,129,2000,1999,Ötesi Yayıncılık,,,,
Palyatif Toplum,Byung-Chul Han,8.5,"['Psikoloji', 'Sosyoloji']",Haluk Barışcan,2103,397,73.6,67.8,30.5,69.5,136,80,2024,0,Metis Yayınları,,,,
Ben Orada Değildim,Burak Aksak,7.9,"['Edebiyat', 'Hikaye (Öykü)']",,2103,482,27.75,66.2,38.0,62.0,391,230,2019,0,Küsurat Yayınları,,,,
"""Kurana Göre Dört Terim""","Ebul Alâ el-Mevdudi""",8.9,['Din (İslam)'],"""Yazar: \nEbul Alâ el-Mevdudi""",2100,514,70.0,68.75,41.5,58.5,214,126,2000,0,Beyan Yayıncılık,,,,
Rüzgar Gibi Geçti,Margaret Mitchell,9.2,"['Roman', 'Aşk', 'Tarih', 'Edebiyat']",Yeliz Üslü,2101,679,321.75,71.28,18.900000000000006,81.1,1360,800,2022,1936,Artemis Yayıncılık,,,Meral Aslankaya,
Cümle Kapısı,Nazan Bekiroğlu,8.3,"['Edebiyat', 'Deneme-İnceleme']",,2095,3,140.0,120.3,27.200000000000003,72.8,354,208,2021,2017,Timaş,,,,
Kehf,Binnur Nigiz,8.2,"['Aşk', 'Edebiyat', 'Gençlik', 'Roman']",,2094,607,46.75,51.0,1.2999999999999972,98.7,1329,782,2017,0,Dokuz Yayınları,,Emir Görür,,
Koralin,Neil Gaiman,8.2,"['Hikaye (Öykü)', 'Fantastik', 'Edebiyat', 'Gençlik']",Niran Elçi,2094,530,108.0,135.0,19.900000000000006,80.1,258,152,2019,2003,İthaki Yayınları,,,,
Kıblegah Evler,Nureddin Yıldız,9.3,"['Din (İslam)', 'Eğitim', 'İnsan ve Toplum']",,2093,614,36.0,50.8,21.5,78.5,422,248,2011,0,Tahlil Yayınları,,,,
Solucan II - Acı,Zeynep Sey,7.0,"['Aşk', 'Edebiyat', 'Roman']",,2091,428,167.4,60.78,3.5,96.5,680,400,2016,0,Ephesus Yayınları,,,,
İbni Haldun - Coğrafya Kaderdir,Mesud Topal,8.3,"['Biyografi', 'Felsefe-Düşünce', 'İnsan ve Toplum', 'Özlü Sözler-Duvar Yazıları']",Derleyen: \nMesud Topal,2091,479,63.0,,38.8,61.2,204,120,2021,0,Destek Yayınları,,,Mesud Topal,
Sahte Balayı,Christina Lauren,7.6,"['Aşk', 'Edebiyat', 'Roman']",Bilgesu Yaprak,2089,394,120.0,180.0,1.5,98.5,530,312,2020,2019,Yabancı Yayınevi,Bilgesu Yaprak,Aslıhan Kopuz,,
"""İngiliz Câsûsunun İtirâfları ve İngilizlerin İslam Düşmanlığı""",M. Sıddık Gümüş,8.3,"['Araştırma-İnceleme', 'Siyaset-Politika', 'Tarih', 'Din (İslam)', 'Edebiyat', 'Anı-Mektup-Günlük']",,2089,477,,,51.1,48.9,218,128,2009,2003,Hakikat Kitabevi,,,,
Makyaj Yapan Ölüler,A. Ali Ural,8.4,"['Edebiyat', 'Deneme-İnceleme']",,2089,569,104.0,104.0,15.700000000000003,84.3,320,188,2021,2004,Şule Yayınları,,,,
Beren ile Luthien,J. R. R. Tolkien,7.9,"['Edebiyat', 'Fantastik', 'Roman']",Çiğdem Erkal,2087,564,150.0,157.5,60.4,39.6,462,272,2019,2017,İthaki Yayınları,,,Christopher Tolkien,
Asla Vazgeçme,Harlan Coben,7.8,"['Edebiyat', 'Polisiye', 'Roman']",Elif Sezginci,2086,328,80.0,43.13,26.200000000000003,73.8,799,470,2020,0,Martı Yayınları,,,,
Beşinci Dağ,Paulo Coelho,7.8,"['Roman', 'Edebiyat']",Aykut Derman,2085,400,182.0,126.67,36.1,63.9,400,235,2006,1996,Can Yayınları,,,,
Dünyanın Ucundaki Fener,Jules Verne,7.9,"['Dünya Klasikleri', 'Edebiyat', 'Macera-Aksiyon', 'Roman']",Alev Özgüner,2090,430,11.0,1.8,54.2,45.8,483,284,2012,1905,İthaki Yayınları,,,,
Gog,Giovanni Papini,8.2,"['Dünya Klasikleri', 'Edebiyat', 'Felsefe-Düşünce', 'Roman']",Fikret Adil,2083,611,71.5,75.63,44.9,55.1,843,496,2019,1998,Türkiye İş Bankası Kültür Yayınları,,,,
Özgürlüğün Fecri,Abdullah Galib Bergusi,9.4,"['Edebiyat', 'Anı-Mektup-Günlük', 'Sosyoloji']",,2083,617,115.5,100.3,13.700000000000003,86.3,231,136,2021,2018,Ekin Yayınları,,,,
Badem,Won-pyung Sohn,8.5,"['Edebiyat', 'Roman']",Tayfun Kartav,2081,547,159.25,128.63,5.299999999999997,94.7,435,256,2021,2017,Peta Kitap Yayınları,,,,
"""Charlienin Büyük Cam Asansörü""",Roald Dahl,8.4,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",Celal Üster,2082,396,123.5,91.2,23.599999999999994,76.4,337,198,2020,2016,Can Çocuk Yayınları,,,,
Ufak Şeyleri Dert Etmeyin,Richard Carlson,7.8,['Kişisel Gelişim'],,2080,467,19.49,,30.099999999999994,69.9,264,155,2006,0,Alkım Kitabevi,,,,
Yaban Koyununun İzinde,Haruki Murakami,7.5,"['Edebiyat', 'Roman']",Nihal Önol,2083,460,195.0,165.28,30.299999999999997,69.7,600,353,2012,0,Doğan Kitap,,,,
Dadı ve Leporella,Stefan Zweig,7.3,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Derya Öztürk,2080,312,25.0,,27.799999999999997,72.2,109,64,2020,2017,Maviçatı Yayınları,,,,
Yolların Başlangıcı,Amin Maalouf,7.6,"['Edebiyat', 'Roman']",Aykut Derman,2079,389,162.5,169.95,40.8,59.2,745,438,2019,0,Yapı Kredi Yayınları,,,,
Bir Savaşın Tasviri,Franz Kafka,7.4,"['Roman', 'Edebiyat']",Kamuran Şipal,2080,298,9.6,9.9,46.9,53.1,704,414,2012,1909,Cem Yayınevi,,,,
Edebiyat Mutluluktur,Zülfü Livaneli,8.1,"['Edebiyat', 'Deneme-İnceleme']",,2076,514,19.04,126.48,40.0,60.0,415,244,2020,2012,Doğan Kitap,,,,
İz Bıraktığın Kadar Varsın,Esra Ezmeci,7.1,"['Psikoloji', 'Eğitim']",,2074,336,196.0,45.36,9.400000000000006,90.6,558,328,2021,0,Destek Yayınları,,,,
Ölüm Defteri 7,Tsugumi Ooba,9.0,"['Edebiyat', 'Fantastik', 'Korku-Gerilim', 'Manga', 'Polisiye']",Hüseyin Can Erkin,2076,329,80.3,76.98,22.700000000000003,77.3,367,216,2012,0,Akılçelen Yayınları,,,,Takeshi Obata
Eski Sokak,Behçet Necatigil,7.5,"['Edebiyat', 'Şiir']",,2073,360,52.0,50.6,30.099999999999994,69.9,224,132,2013,0,Yapı Kredi Yayınları,,,,
"""Renksiz Tsukuru Tazakinin Hac Yılları""",Haruki Murakami,8.2,"['Edebiyat', 'Roman']",Hüseyin Can Erkin,2070,501,179.4,181.13,29.0,71.0,544,320,2014,0,Doğan Kitap,,,,
Belki Bir Gün Uçarız,Aylin Balboa,8.1,"['Hikaye (Öykü)', 'Edebiyat']",,2069,452,108.8,99.21,15.200000000000003,84.8,252,148,2021,2014,İletişim Yayınevi,,,,
Karabasan,Wulf Dorn,8.2,"['Roman', 'Edebiyat', 'Korku-Gerilim']",M. Sami Türk,2068,514,220.0,220.2,18.5,81.5,680,400,2016,2015,Pegasus Yayınları,,,,
Cahillikler Kitabı,John Mitchinson,6.9,"['Araştırma-İnceleme', 'Bilim-Teknoloji-Mühendislik', 'Tarih']",Cihan Aslı Filiz,2067,295,78.0,93.6,49.7,50.3,503,296,2012,0,Ntv Yayınları,,,,
Veliaht - 1,Filiz Puluç,8.1,"['Edebiyat', 'Roman']",,2067,722,36.0,36.43,3.299999999999997,96.7,1061,624,2016,0,Agapi Yayınları,,,,
Kimlik,Milan Kundera,7.7,"['Edebiyat', 'Roman']",Aykut Derman,2064,424,123.5,87.09,32.599999999999994,67.4,286,168,2013,1998,Can Yayınları,,,,
Obsidiyen,Jennifer L. Armentrout,8.1,"['Roman', 'Fantastik', 'Edebiyat']",Bilge Zileli Alkım,2062,435,60.52,196.88,4.400000000000006,95.6,612,360,2019,2012,Dex Yayınevi,,,,
İnsani İlişkilerde İlahi Ölçü,Muhammed Emin Yıldırım,9.2,"['Din (İslam)', 'İnsan ve Toplum', 'Sosyoloji']",,2060,576,100.8,80.85,19.0,81.0,422,248,2020,2017,Siyer Yayınları,Muhammed Ali Alioğlu,Mücahit Ak,,
Beynine Format At,M. Barış Muslu,7.0,['Kişisel Gelişim'],,2059,401,147.42,132.31,26.900000000000006,73.1,428,252,2013,0,Doğan Kitap,,,,
Yaralarım Aşktandır,Furuğ Ferruhzad,8.4,"['Edebiyat', 'Şiir']",Haşim Hüsrevşahi,2059,560,287.0,295.2,29.0,71.0,449,264,2017,2002,Totem Yayınları,,,,
Pabucumun Ajanı 1,Asude,7.4,"['Aşk', 'Edebiyat', 'Gençlik', 'Roman']",,2058,433,13.89,,2.0,98.0,843,496,2014,0,Ephesus Yayınları,,,,
"""Akrada Bulunan Elyazması""",Paulo Coelho,7.9,"['Edebiyat', 'Felsefe-Düşünce', 'Roman', 'Tarih']",Emrah İmre,2058,457,27.6,24.84,29.799999999999997,70.2,258,152,2012,2012,Can Yayınları,,,,
Kafkas Tutsağı,Lev Tolstoy,7.4,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Mazlum Beyhan,2057,345,48.1,30.88,55.0,45.0,289,170,2019,1872,Türkiye İş Bankası Kültür Yayınları,,,,
Martıya Uçmayı Öğreten Kedi,Luis Sepulveda,8.8,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",Saadet Özen,2047,514,116.25,66.71,24.599999999999994,75.4,211,124,2020,0,Can Çocuk Yayınları,,Gözde Bitir,,Mustafa Delioğlu
Safir Mavi,Kerstin Gier,8.5,"['Aşk', 'Edebiyat', 'Roman']",Firuzan Gürbüz,2047,454,219.45,259.35,3.0,97.0,617,363,2016,2010,Pegasus Yayınları,,,,
Zor Bir Ailede Büyümek,Susan Forward,8.6,"['İnsan ve Toplum', 'Psikoloji', 'Sağlık-Tıp']",Ahu Terzi,2044,618,205.6,183.93,17.299999999999997,82.7,556,327,2018,0,İletişim Yayınevi,Ceren Kınık,Suat Aysu,,
Bırak ve Rahatla,Adem Güneş,7.8,"['Eğitim', 'Psikoloji']",,2042,502,140.0,143.0,14.799999999999997,85.2,490,288,2019,0,Timaş Yayınları,,,,
Kızıl Yükseliş,Pierce Brown,8.7,"['Roman', 'Fantastik', 'Edebiyat', 'Gençlik']",Selim Yeniçeri,2041,696,275.0,300.0,20.200000000000003,79.8,762,448,2015,2014,Pegasus Yayınları,,,,
Aşk-ı Sükun,Nuriye Çeleğen,9.0,"['Edebiyat', 'Roman']",,2038,588,119.0,121.55,11.5,88.5,367,216,2016,2012,Timaş Yayınları,,,,
Mavi Gözyaşı,Ahmed Günbay Yıldız,8.2,"['Roman', 'Edebiyat']",,2037,344,157.5,157.6,22.900000000000006,77.1,476,280,2021,2000,Timaş Yayınları,,,,
Atatürk,Lord Kinross,9.1,"['Biyografi', 'Tarih']",Necdet Sander,2037,743,350.35,277.1,67.0,33.0,1006,592,1994,1966,Altın Kitaplar,,,,
"""Allaha Emanet Ol""",Kahraman Tazeoğlu,8.0,"['Aşk', 'Edebiyat', 'Roman']",,2037,438,11.4,59.95,23.799999999999997,76.2,231,136,2016,0,Destek Yayınları,,,,
Gerçek Tıp,Aidin Salih,9.0,['Sağlık-Tıp'],,2035,1007,192.5,195.0,27.599999999999994,72.4,740,435,2015,2010,Sade Hayat Yayınları,,,,
"""Hadesin Evi""",Rick Riordan,9.2,"['Roman', 'Fantastik', 'Edebiyat', 'Gençlik', 'Mitolojiler']",Belgin Selen Haktanır,2034,411,260.0,214.99,29.400000000000006,70.6,976,574,2018,2013,Doğan Egmont,,,,
En Mavi Göz,Toni Morrison,8.0,"['Roman', 'Edebiyat']",Zeynep Baransel,2034,500,132.0,133.1,18.099999999999994,81.9,381,224,2018,1970,Sel Yayınları,,,,
Tuhaf Bir Kadın,Leyla Erbil,7.4,"['Edebiyat', 'Roman']",,2033,387,34.0,11.0,21.400000000000006,78.6,320,188,2011,1971,İş Bankası Kültür Yayınları,,,,
Siyam - Kış Güneşi,Beyza Aksoy,8.9,"['Roman', 'Aşk', 'Edebiyat']",,2033,462,177.0,195.94,2.9000000000000057,97.1,843,496,2022,0,Epsilon Yayınevi,Özlem Kalabalıkoğlu,,,
Kerbela,Sinan Yağmur,8.5,"['Aşk', 'Din (İslam)']",,2029,494,83.85,100.62,29.700000000000003,70.3,394,232,2012,0,Profil Yayıncılık,,,,
Sabah Namazına Nasıl Kalkılır,Cemil Tokpınar,8.2,['Din (İslam)'],,2029,347,,,28.5,71.5,224,132,2002,0,Nesil Yayınları,,,,
Geç Kalan,Tarık Tufan,7.8,"['Roman', 'Edebiyat']",,2028,407,93.6,79.38,20.200000000000003,79.8,245,144,2021,0,Doğan Kitap,,,,
Muz Sesleri,Ece Temelkuran,7.2,"['Roman', 'Edebiyat']",,2026,334,78.0,82.8,19.0,81.0,544,320,2021,0,Can Yayınları,,,,
Henüz 17 Yaşında,Ahmet Mithat Efendi,8.1,"['Edebiyat', 'Roman', 'Türk Klasikleri']",,2025,375,42.9,31.78,21.299999999999997,78.7,401,236,2020,1881,Türkiye İş Bankası Kültür Yayınları,,,,
Pürdikkat,Cal Newport,8.2,"['Araştırma-İnceleme', 'Psikoloji']",Onur Öztürk,2025,527,76.5,135.2,50.8,49.2,381,224,2019,0,Metropolis Yayınevi,,Beste Doğan,,
Çaylak ile Filozof,Özkan Öze (Tarık Uslu),9.1,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",,2022,569,84.0,69.3,12.5,87.5,218,128,2018,0,Uğurböceği Yayınları,,,,Nurcan Karabağ Yılmaz
"""Cthulhunun Çağrısı""",H. P. Lovecraft,7.9,"['Edebiyat', 'Fantastik', 'Korku-Gerilim', 'Roman']",Dost Körpe,2021,457,72.0,90.0,54.4,45.6,272,160,2018,1928,İthaki Yayınları,,,,
Ye Dua Et Sev,Elizabeth Gilbert,6.8,"['Aşk', 'Edebiyat', 'Roman']",Zeynep Ece,2020,271,82.5,179.4,9.0,91.0,775,456,2010,2007,Pegasus Yayınlar,,,,
Ölüm Korkusunu Yenmek,Irvin D. Yalom,7.8,"['Felsefe-Düşünce', 'Psikoloji', 'Anı-Mektup-Günlük']",Zeliha Babayiğit,2020,404,98.45,97.0,30.099999999999994,69.9,95,56,2009,0,Kabalcı Yayınevi,,,,
Şeytankaya Tılsımı,Ahmet Mithat Efendi,7.5,"['Roman', 'Edebiyat', 'Türk Klasikleri']",,2018,412,27.3,21.7,28.099999999999994,71.9,99,58,2023,1889,Türkiye İş Bankası Kültür Yayınları,,,,
Boş Dolaplar,Annie Ernaux,7.7,"['Roman', 'Edebiyat']",Siren İdemen,2018,328,113.75,78.2,13.200000000000003,86.8,286,168,2022,1974,Can Yayınları,,,,
Bir Sırrım Var,Tess Gerritsen,8.6,"['Edebiyat', 'Korku-Gerilim', 'Roman']",Algan Sezgintüredi,2015,517,175.5,148.84,23.400000000000006,76.6,530,312,2018,2018,Doğan Kitap,,,,
Sen Şimdi Gidecen ya Cehennemin Dibine Git,Erdal Demirkıran,7.3,"['İnsan ve Toplum', 'Kişisel Gelişim']",,2015,291,,,31.599999999999994,68.4,653,384,2017,2010,Kashna Kitap Ağacı,,,,
Ardında Bıraktığın Kadın,Jojo Moyes,8.4,"['Aşk', 'Edebiyat', 'Roman']",Solina Silahlı,2014,482,27.49,,6.599999999999994,93.4,870,512,2014,0,Pegasus Yayınları,,,,
Coşkuyla Ölmek,Şule Gürbüz,8.3,"['Hikaye (Öykü)', 'Edebiyat']",,2014,491,124.8,113.77,31.5,68.5,325,191,2021,2013,İletişim Yayınevi,,,,
Fikrimin İnce Gülü,Adalet Ağaoğlu,7.8,"['Roman', 'Edebiyat']",,2012,478,39.0,56.88,27.400000000000006,72.6,530,312,2021,1976,Everest Yayınları,,,,
"Fantastik Canavarlar Nelerdir, Nerede Bulunurlar?",Newt Scamander,8.2,"['Roman', 'Fantastik', 'Edebiyat']",Gül Sarıoğlu,2009,348,,,28.200000000000003,71.8,71,42,2001,0,Yapı Kredi Yayınları,,,,
Gayet Ciddiyim,Gülse Birsel,7.5,['Eğlence-Mizah'],,2008,288,,,22.299999999999997,77.7,530,312,2009,2009,Epsilon Yayınları,,,,
Ramses - Işığın Oğlu,Christian Jacq,8.4,"['Edebiyat', 'Roman', 'Tarih']",Ali Rıza Yalt,2009,408,,,35.599999999999994,64.4,595,350,1998,0,Remzi Kitabevi,,,,
Hayatım,Anton Çehov,7.9,"['Hikaye (Öykü)', 'Dünya Klasikleri', 'Edebiyat']",Yulva Muhurçişi,2009,405,39.0,24.8,39.2,60.8,204,120,2019,0,Türkiye İş Bankası Kültür Yayınları,,,,
Âşıklara Yer Yok,Tarık Tufan,8.8,"['Roman', 'Edebiyat']",,2009,488,152.1,129.19,18.099999999999994,81.9,530,312,2023,0,Doğan Kitap,,,,
Harfler ve Notalar,Hasan Ali Toptaş,8.5,"['Deneme-İnceleme', 'Edebiyat']",,2005,542,50.05,82.8,33.7,66.3,286,168,2016,2007,Everest Yayınları,,,,
Alışkanlıkların Gücü,Charles Duhigg,8.3,"['Araştırma-İnceleme', 'Kişisel Gelişim', 'Ekonomi-Emek-İş Dünyası', 'İnsan ve Toplum']",Handan Balkara,2005,635,261.8,249.9,52.7,47.3,734,432,2018,2012,Boyner Holding Yayınları,,,,
Biraz Yağmur Kimseyi İncitmez,Kemal Sayar,8.4,"['Psikoloji', 'Edebiyat', 'Deneme-İnceleme']",,2006,529,108.5,140.2,21.200000000000003,78.8,490,288,2022,2012,Timaş Yayınları,Fahrünnisa Erdem,,,
Hazreti Hatice,Nurdan Damla,9.1,"['Biyografi', 'Roman', 'Din (İslam)', 'Edebiyat']",,2005,536,214.5,190.58,8.900000000000006,91.1,666,392,2017,0,Hayat Yayınları,,,,
Kıskançlık,Marcel Proust,7.2,"['Anlatı', 'Hikaye (Öykü)']",Ebru Erbaş,2006,314,52.0,44.95,23.0,77.0,122,72,2020,2017,Can Yayınları,,,,
Barla Lahikası,Bediüzzaman Said Nursî,9.6,['Din (İslam)'],,2004,488,214.4,208.0,48.4,51.6,666,392,2005,0,Söz Neşriyat,,,,
Gerçek Mucize Kendine İnanmaktır,Ethem Emin Nemutlu,8.1,"['Edebiyat', 'Kişisel Gelişim']",,2004,486,88.0,84.0,17.799999999999997,82.2,299,176,2019,0,Olimpos Yayınları,,,,
Her Gün,David Levithan,7.8,"['Aşk', 'Edebiyat', 'Fantastik', 'Gençlik', 'Roman']",Derya İmer Aydınlık,2003,391,197.45,188.48,7.5,92.5,571,336,2015,2013,Pegasus Yayınları,,,,
Persepolis,Marjane Satrapi,8.8,"['Anı-Mektup-Günlük', 'Biyografi', 'Çizgi-Roman', 'Edebiyat']",Elif Çelik,2002,548,188.5,188.5,19.0,81.0,598,352,2017,2004,Panama Yayıncılık,,,,
Kristal Taç,Elise Kova,8.6,"['Roman', 'Fantastik', 'Edebiyat', 'Gençlik']",Mustafa Güdük,2002,583,190.0,262.2,2.5999999999999943,97.4,707,416,2020,2016,Yabancı Yayınları,,,,
Evlilik,Jane Austen,5.7,"['Antoloji', 'Dünya Klasikleri', 'Edebiyat', 'Hikaye (Öykü)']",Berrak Göçer,1999,229,58.5,48.58,14.200000000000003,85.8,163,96,2020,2018,Can Yayınları,Ayça Sezen,Olgun Kaşıkçı,,
Doğmamış Çocuğa Mektup,Oriana Fallaci,8.4,"['Roman', 'Edebiyat']",Pınar Kür,1998,472,58.2,70.33,16.400000000000006,83.6,190,112,2018,1975,Can Yayınları,,,,
1Q84 - 2. Kitap,Haruki Murakami,8.4,"['Roman', 'Edebiyat']",Hüseyin Can Erkin,1999,434,222.3,199.42,25.0,75.0,731,430,2017,2009,Doğan Kitap,,,,
Annem ve Hayatın Anlamı,Irvin D. Yalom,8.3,"['Psikoloji', 'Anı-Mektup-Günlük', 'İnsan ve Toplum']",Zeliha Babayiğit,1998,478,136.95,137.15,21.900000000000006,78.1,534,314,2002,1999,Kabalcı Yayınevi,,,,
Ağaç Diken Adam,Jean Giono,8.8,"['Hikaye (Öykü)', 'Edebiyat']",Didem Nur Güngören,1996,526,31.85,35.28,25.200000000000003,74.8,102,60,2014,1953,Everest Yayınları,,,,
Ülker Abla,Seray Şahiner,8.3,"['Roman', 'Edebiyat']",,1996,467,55.25,100.51,14.299999999999997,85.7,272,160,2021,0,Everest Yayınları,,,,
Keşanlı Ali Destanı,Haldun Taner,8.3,"['Edebiyat', 'Senaryo-Oyun', 'Tiyatro']",,1996,374,78.0,74.6,36.7,63.3,272,160,2015,2013,Yapı Kredi Yayınları,,,,
Yaralısın,Erdal Öz,8.8,"['Edebiyat', 'Roman']",,1994,540,182.0,126.67,31.400000000000006,68.6,422,248,2019,1972,Can Yayınları,,,,
Bir Dilim Biftek,Jack London,8.2,"['Dünya Klasikleri', 'Edebiyat', 'Roman']",Levent Cinemre,1995,453,78.0,50.05,50.3,49.7,136,80,2021,1976,Türkiye İş Bankası Kültür Yayınları,Barış Zeren,,,
Serçekuş,Cahit Zarifoğlu,8.4,"['Çocuk', 'Edebiyat', 'Hikaye (Öykü)']",,1993,408,52.5,49.5,24.700000000000003,75.3,163,96,2015,1983,Beyan Yayıncılık,,,,
Evrak Kürek,Selçuk Aydemir,8.4,"['Anlatı', 'Edebiyat']",,1994,484,33.75,66.17,51.3,48.7,381,224,2019,0,Küsurat Yayınları,,,,
Son Sefarad,Beyazıt Akman,8.7,"['Edebiyat', 'Roman', 'Tarih']",,1993,586,89.1,105.81,52.9,47.1,1115,656,2012,0,Epsilon Yayınları,,,,
Sarı Duvar Kağıdı,Charlotte Perkins Gilman,7.3,"['Dünya Klasikleri', 'Edebiyat', 'Hikaye (Öykü)', 'Korku-Gerilim']",Sevda Deniz Karali,1992,384,40.7,60.0,18.099999999999994,81.9,122,72,2019,1892,İthaki Yayınları,Alican Saygı Ortanca,Hamdi Akçay,,
Hikayelerim,Necip Fazıl Kısakürek,8.6,"['Hikaye (Öykü)', 'Edebiyat']",,1993,596,93.75,93.0,28.200000000000003,71.8,490,288,2012,0,Büyük Doğu Yayınları,,,,
Camlar Şehri,Cassandra Clare,8.6,"['Edebiyat', 'Fantastik', 'Roman']",Selim Yeniçeri,1992,450,226.85,219.87,5.900000000000006,94.1,1061,624,2013,0,Artemis Yayınları,,,,
Mektup Arkadaşları,İpek Ongun,8.2,"['Edebiyat', 'Gençlik', 'Roman']",,1990,238,96.85,97.09,4.0,96.0,323,190,2012,2003,Artemis Yayınları,,,,
Mansfield Park,Jane Austen,8.0,"['Roman', 'Dünya Klasikleri', 'Edebiyat']",Nihal Yeğinobalı,1989,429,51.8,18.48,7.599999999999994,92.4,870,512,2017,1814,Can Yayınları,,,,
Psikopat 3,Mihri Mavi,7.5,"['Edebiyat', 'Roman']",,1988,476,47.5,52.25,5.799999999999997,94.2,843,496,2019,0,Martı Yayınları,,Filiz Odabaş,,
Sahabe İklimi - 1,Muhammed Emin Yıldırım,9.8,"['Araştırma-İnceleme', 'Biyografi', 'Din (İslam)']",,1988,853,175.0,280.0,13.200000000000003,86.8,838,493,2017,0,Siyer Yayınları,,,,
Ağır Misafir,İbrahim Tenekeci,8.0,"['Edebiyat', 'Şiir']",,1987,445,101.5,99.69,27.200000000000003,72.8,189,111,2022,2008,Profil Yayıncılık,,,,
Bağışlanan Terapi,Irvin D. Yalom,8.6,['Psikoloji'],Zeliha Babayiğit,1986,433,180.95,181.15,24.5,75.5,456,268,2014,2002,Kabalcı Yayınevi,,,,
Öldürmek İçin Mükemmel Bir Gün,Mario Mazzanti,8.3,"['Roman', 'Polisiye', 'Psikoloji', 'Edebiyat', 'Korku-Gerilim']",Güliz Akyüz,1986,579,100.0,130.5,30.200000000000003,69.8,612,360,2016,2014,Sonsuz Kitap,,,,
Leyla ve Mecnun,Fuzuli,9.2,"['Aşk', 'Halk Edebiyatı', 'Şiir', 'Türk Klasikleri']",Muhammed Nur Doğan,1985,485,37.5,35.0,36.8,63.2,1020,600,2009,1972,Yelkenli Kitabevi,,,,
Kutup Yıldızı - 3 (Ciltli),Mehtap Fırat,8.5,"['Edebiyat', 'Roman']",,1984,564,167.4,,2.5999999999999943,97.4,762,448,2019,0,Ephesus Yayınları,Şeyma Göze,,,
Kırmızı Pelerin,Gülseren Budayıcıoğlu,8.7,"['Roman', 'Edebiyat']",,1985,411,202.8,171.19,10.900000000000006,89.1,721,424,2022,0,Doğan Kitap,,,,
Yürüme,Oruç Aruoba,8.5,['Felsefe-Düşünce'],,1985,8,47.04,117.85,31.599999999999994,68.4,381,224,2019,0,Metis Yayınları,,,,
Kemik Bahçesi,Tess Gerritsen,8.5,"['Edebiyat', 'Polisiye', 'Roman']",Filiz İnceoğlu Öztürk,1985,423,218.4,222.59,20.5,79.5,558,328,2016,0,Doğan Kitap,,,,
Tekvin,Arif Ergin,8.6,"['Edebiyat', 'Roman']",,1983,738,273.0,231.53,38.2,61.8,1027,604,2018,0,Doğan Yayınları,,,,
Zehiri Kim Verdi,Agatha Christie,8.1,"['Roman', 'Polisiye', 'Edebiyat']",Gönül Suveren,1984,354,50.25,108.4,23.5,76.5,321,189,2000,0,Altın Kitaplar,,,,
Teşkilat,Selman Kayabaşı,8.3,"['Edebiyat', 'Roman', 'Tarih']",,1983,551,56.8,57.2,80.9,19.099999999999994,539,317,2016,2010,Yakın Plan Yayınları,,,,
